Word,Classification
आउटुव,incorrect spelling
पतंगा,incorrect spelling
चॉवमिन,incorrect spelling
मिठाईए,incorrect spelling
ह्यूजेनिक,incorrect spelling
फ्रेशअप,incorrect spelling
ड्रिल्स,incorrect spelling
क्लस्टर,correct spelling
चढ़ेंगे.,incorrect spelling
ज़ियादा,correct spelling
इंप्लांट,correct spelling
रॉट।,incorrect spelling
गुरप्रीत,incorrect spelling
"था,वाओ",incorrect spelling
विकनी,incorrect spelling
किशम,incorrect spelling
टेक्निश,incorrect spelling
बारिखियो,incorrect spelling
कमपूटर,incorrect spelling
कम्प्यूट,incorrect spelling
पिकी,incorrect spelling
इमीड,incorrect spelling
लाइकइट,incorrect spelling
अनलाईज,incorrect spelling
आईफीट,incorrect spelling
सीपीओ,incorrect spelling
"जी,बोल्ड",incorrect spelling
एक्सपोर्ट्स,incorrect spelling
ओ_डी_आई,incorrect spelling
औअदर,incorrect spelling
"कीजिए,जहां",incorrect spelling
रखरवाख,incorrect spelling
भग्नाह,incorrect spelling
अह.अह,incorrect spelling
आटवर्ड,incorrect spelling
हैंडीक्राफ्ट्,incorrect spelling
हैंडीक्राफ्ट्स,incorrect spelling
सवारियों,correct spelling
तायी,incorrect spelling
दौड़ना।,incorrect spelling
कलात्मकता,incorrect spelling
"हस,हसते",incorrect spelling
पुछूंगा,incorrect spelling
बाइजुस,incorrect spelling
कीटीसिन,incorrect spelling
युद्धों,incorrect spelling
तारिकों,incorrect spelling
ववाल,incorrect spelling
समग्रिया,incorrect spelling
भोजपत्रो,incorrect spelling
नशड़ी,incorrect spelling
शासीप्राज,incorrect spelling
अंगवस्त्र,correct spelling
करटे,incorrect spelling
नामचिन,incorrect spelling
सीरसी,incorrect spelling
नहीं.होना,incorrect spelling
तेवी,incorrect spelling
शैनलस,incorrect spelling
एल्मनी,incorrect spelling
आर्टिफ़िसीयलटी,incorrect spelling
मुफ़त,incorrect spelling
स्गेनैक,incorrect spelling
सॉल्टियर,incorrect spelling
प्रवाणे,incorrect spelling
खींचें,incorrect spelling
कोचिग,incorrect spelling
मजाककिया,incorrect spelling
परिपेच,incorrect spelling
सुनाइऐ,incorrect spelling
बिन.,incorrect spelling
है.लड़कियों,incorrect spelling
छड़ीक,incorrect spelling
ट्रेजिक,incorrect spelling
"भूषा,",incorrect spelling
पारंपरिकीत,incorrect spelling
मुखड़ने,incorrect spelling
टिडी,incorrect spelling
प्वाइंट।,incorrect spelling
अयोध्याअयोध्या,incorrect spelling
कल्पनिकता,incorrect spelling
गुमनाम,correct spelling
मैथिल्या,incorrect spelling
मैफोसिट,incorrect spelling
लियोराल्डो,incorrect spelling
आर्च,incorrect spelling
डिवाइक्स,incorrect spelling
आढुनिक,incorrect spelling
"लंबा,",incorrect spelling
ब्रेजा,incorrect spelling
बैढंगा,incorrect spelling
भारी।,incorrect spelling
घीन,incorrect spelling
रेअरली,incorrect spelling
रंख,incorrect spelling
आइसक्रीन,incorrect spelling
पॉजिटिवनेस,incorrect spelling
नेगेटिवनेस,incorrect spelling
छांच,incorrect spelling
दुल्हन।,incorrect spelling
रिस्तेदरों,incorrect spelling
लौटाती,incorrect spelling
पंचुअलाइट,incorrect spelling
स्टीचिंग,incorrect spelling
"हटाया,",incorrect spelling
पैलूशन,incorrect spelling
तारीन,incorrect spelling
पररेशनदायक,incorrect spelling
हेडकीएक,incorrect spelling
पूरते,incorrect spelling
वहां.।,incorrect spelling
"बिगड़ा,",incorrect spelling
शुल्क।,incorrect spelling
अतंराल,incorrect spelling
आपनेआ,incorrect spelling
"दी,।",incorrect spelling
सिलवाया,correct spelling
"होगी,मतलब",incorrect spelling
कड़ेंगी,incorrect spelling
वांह,incorrect spelling
अपस्टैक,incorrect spelling
सस्टेनबीलिटी,incorrect spelling
"है,डॉल्स",incorrect spelling
"न,अरे",incorrect spelling
"गुडियाँ,",incorrect spelling
"की,हैंडमेड",incorrect spelling
एजुकेशनस,incorrect spelling
"तक,मै",incorrect spelling
"मतलब,मै",incorrect spelling
"हो,नेट",incorrect spelling
रूक.।,incorrect spelling
जेसज,incorrect spelling
आज्ञान,incorrect spelling
"पहनेगा,",incorrect spelling
रिच्चल,incorrect spelling
"भेदभाव,",incorrect spelling
"हुं,बिल्कुल",incorrect spelling
जीवीनी,incorrect spelling
जिचक,incorrect spelling
देखेंगे.जैसे,incorrect spelling
"गाएगी,",incorrect spelling
हैसफलता,incorrect spelling
"से,सफल",incorrect spelling
अ:!,incorrect spelling
पढ़ालिखा,correct spelling
।ह,incorrect spelling
टडिल,incorrect spelling
रूटि,incorrect spelling
कोर्ड्स,incorrect spelling
डेक्टिव,incorrect spelling
"मोडा,",incorrect spelling
मारबढ़ी,incorrect spelling
बेडरूम्स,incorrect spelling
दे।वहाँ,incorrect spelling
बीतिय,incorrect spelling
नुकसानदे,incorrect spelling
सैबरेट,incorrect spelling
आइलेंड,incorrect spelling
धाफी,incorrect spelling
विशलेशन,incorrect spelling
पिंट्ररस,incorrect spelling
असपश्ट,incorrect spelling
ओफ़र,incorrect spelling
बेचाब,incorrect spelling
वाएंगे,incorrect spelling
"जेंट्स,",incorrect spelling
पिनट्रेस,incorrect spelling
झाके।,incorrect spelling
काफीन,incorrect spelling
वात्ते,incorrect spelling
मजामजा,incorrect spelling
ट्रैंडिंग,incorrect spelling
मेंमुझे,incorrect spelling
"चलाके,",incorrect spelling
हु.हाँ,incorrect spelling
मलकित,incorrect spelling
मार्किटस,incorrect spelling
जन्मकुंडली,correct spelling
एलफाबेट,incorrect spelling
पार्किग,correct spelling
"भूस्खलन,",incorrect spelling
मार्किट्स,incorrect spelling
सुबिधाओं,incorrect spelling
हाईड्रेटेड,incorrect spelling
मांथली,incorrect spelling
"भी,।",incorrect spelling
इनफ्लेंसर्स,incorrect spelling
बगैराभी,incorrect spelling
चुकेगा,incorrect spelling
हिटवेब्स,incorrect spelling
दाएख,incorrect spelling
आसोम,incorrect spelling
सरकन,correct spelling
सुबिधाएं,incorrect spelling
बनबा,incorrect spelling
स्ट्रैंजर,incorrect spelling
स्खलन,correct spelling
भभका,incorrect spelling
अंनोन,incorrect spelling
नेबरस,incorrect spelling
सैकंडो,incorrect spelling
ट्रॉफीकार्ड,incorrect spelling
डिलीटिव,incorrect spelling
खरीपते,incorrect spelling
"करले,तो",incorrect spelling
लैक्मे,incorrect spelling
"बनाएं,पहले",incorrect spelling
लेक्मे,incorrect spelling
"की,आप",incorrect spelling
रेलब,incorrect spelling
बोॅ,incorrect spelling
आयुब्य,incorrect spelling
"हो,इनकेज",incorrect spelling
जगाऊंगी,incorrect spelling
फर्स्ट्ली,incorrect spelling
झपकाए,incorrect spelling
मैमस,incorrect spelling
एक्यच्,incorrect spelling
आरगू,incorrect spelling
प्रिपेयरिंग,incorrect spelling
घूरो,incorrect spelling
सफंता,incorrect spelling
रुखरेखा,incorrect spelling
